clip_id,raw_text,clean_text,tokens,lemmas,stopword_counts,word_count,negation_count,question_count,avg_word_length,is_empty
clip_0184,"I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I think I'm back, I","i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i think i'm back, i","[""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i""]","[""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i"", ""think"", ""i"", ""'m"", ""back"", "","", ""i""]","{""i"": 75}",149,0,0,2.738,False
clip_0185,"24 to go, we'll have to do as well We'll be racing, Ocon Watch out for the red one at 14 Ocon went off at 2 and we joined Some good laps, you're doing good laps So, Ocon, I'm coming","24 to go, we'll have to do as well we'll be racing, ocon watch out for the red one at 14 ocon went off at 2 and we joined some good laps, you're doing good laps so, ocon, i'm coming","[""24"", ""to"", ""go"", "","", ""we"", ""'ll"", ""have"", ""to"", ""do"", ""as"", ""well"", ""we"", ""'ll"", ""be"", ""racing"", "","", ""ocon"", ""watch"", ""out"", ""for"", ""the"", ""red"", ""one"", ""at"", ""14"", ""ocon"", ""went"", ""off"", ""at"", ""2"", ""and"", ""we"", ""joined"", ""some"", ""good"", ""laps"", "","", ""you"", ""'re"", ""doing"", ""good"", ""laps"", ""so"", "","", ""ocon"", "","", ""i"", ""'m"", ""coming""]","[""24"", ""to"", ""go"", "","", ""we"", ""'ll"", ""have"", ""to"", ""do"", ""as"", ""well"", ""we"", ""'ll"", ""be"", ""race"", "","", ""ocon"", ""watch"", ""out"", ""for"", ""the"", ""red"", ""one"", ""at"", ""14"", ""ocon"", ""go"", ""off"", ""at"", ""2"", ""and"", ""we"", ""join"", ""some"", ""good"", ""lap"", "","", ""you"", ""'re"", ""do"", ""good"", ""lap"", ""so"", "","", ""ocon"", "","", ""i"", ""'m"", ""come""]","{""as"": 1, ""you"": 1, ""doing"": 1, ""for"": 1, ""and"": 1, ""to"": 2, ""have"": 1, ""i"": 1, ""at"": 2, ""we"": 3, ""the"": 1, ""so"": 1, ""be"": 1, ""out"": 1, ""off"": 1, ""some"": 1, ""do"": 1}",37,0,0,3.27,False
clip_0186,"You're called LISI, potential damage for Kisla Pito open last time. Keep doing what you do, make sure it works at the level. Potential damage is 3, 2, drive left outside of the racing track. So, course it's to be in front or how else? You can back.","you're called lisi, potential damage for kisla pito open last time. keep doing what you do, make sure it works at the level. potential damage is 3, 2, drive left outside of the racing track. so, course it's to be in front or how else? you can back.","[""you"", ""'re"", ""called"", ""lisi"", "","", ""potential"", ""damage"", ""for"", ""kisla"", ""pito"", ""open"", ""last"", ""time"", ""."", ""keep"", ""doing"", ""what"", ""you"", ""do"", "","", ""make"", ""sure"", ""it"", ""works"", ""at"", ""the"", ""level"", ""."", ""potential"", ""damage"", ""is"", ""3"", "","", ""2"", "","", ""drive"", ""left"", ""outside"", ""of"", ""the"", ""racing"", ""track"", ""."", ""so"", "","", ""course"", ""it"", ""'s"", ""to"", ""be"", ""in"", ""front"", ""or"", ""how"", ""else"", ""?"", ""you"", ""can"", ""back"", "".""]","[""you"", ""'re"", ""call"", ""lisi"", "","", ""potential"", ""damage"", ""for"", ""kisla"", ""pito"", ""open"", ""last"", ""time"", ""."", ""keep"", ""do"", ""what"", ""you"", ""do"", "","", ""make"", ""sure"", ""it"", ""work"", ""at"", ""the"", ""level"", ""."", ""potential"", ""damage"", ""be"", ""3"", "","", ""2"", "","", ""drive"", ""leave"", ""outside"", ""of"", ""the"", ""race"", ""track"", ""."", ""so"", "","", ""course"", ""it"", ""'s"", ""to"", ""be"", ""in"", ""front"", ""or"", ""how"", ""else"", ""?"", ""you"", ""can"", ""back"", "".""]","{""what"": 1, ""you"": 3, ""doing"": 1, ""for"": 1, ""to"": 1, ""is"": 1, ""it"": 2, ""can"": 1, ""at"": 1, ""how"": 1, ""the"": 2, ""so"": 1, ""be"": 1, ""in"": 1, ""or"": 1, ""do"": 1, ""of"": 1}",46,0,1,4.0,False
clip_0187,"yet to be ahead go back and be ten ahead of you I need to go watch your keep an eye on you turn one, turn one, turn one take your score from left turn once if you still rest on the left potential debris turn left turn four and six what?","yet to be ahead go back and be ten ahead of you i need to go watch your keep an eye on you turn one, turn one, turn one take your score from left turn once if you still rest on the left potential debris turn left turn four and six what?","[""yet"", ""to"", ""be"", ""ahead"", ""go"", ""back"", ""and"", ""be"", ""ten"", ""ahead"", ""of"", ""you"", ""i"", ""need"", ""to"", ""go"", ""watch"", ""your"", ""keep"", ""an"", ""eye"", ""on"", ""you"", ""turn"", ""one"", "","", ""turn"", ""one"", "","", ""turn"", ""one"", ""take"", ""your"", ""score"", ""from"", ""left"", ""turn"", ""once"", ""if"", ""you"", ""still"", ""rest"", ""on"", ""the"", ""left"", ""potential"", ""debris"", ""turn"", ""left"", ""turn"", ""four"", ""and"", ""six"", ""what"", ""?""]","[""yet"", ""to"", ""be"", ""ahead"", ""go"", ""back"", ""and"", ""be"", ""ten"", ""ahead"", ""of"", ""you"", ""i"", ""need"", ""to"", ""go"", ""watch"", ""your"", ""keep"", ""an"", ""eye"", ""on"", ""you"", ""turn"", ""one"", "","", ""turn"", ""one"", "","", ""turn"", ""one"", ""take"", ""your"", ""score"", ""from"", ""leave"", ""turn"", ""once"", ""if"", ""you"", ""still"", ""rest"", ""on"", ""the"", ""leave"", ""potential"", ""debris"", ""turn"", ""leave"", ""turn"", ""four"", ""and"", ""six"", ""what"", ""?""]","{""what"": 1, ""if"": 1, ""you"": 3, ""once"": 1, ""and"": 2, ""to"": 2, ""i"": 1, ""on"": 2, ""your"": 2, ""an"": 1, ""the"": 1, ""be"": 2, ""from"": 1, ""of"": 1}",52,0,1,3.5,False
clip_0188,"Frequent once, port once, it's a port critical Copy, can you tell me why please? Just what you discussed pre-race What you discussed pre-race Portal bird lifetime Every zone, than the curb maintenance","frequent once, port once, it's a port critical copy, can you tell me why please? just what you discussed pre-race what you discussed pre-race portal bird lifetime every zone, than the curb maintenance","[""frequent"", ""once"", "","", ""port"", ""once"", "","", ""it"", ""'s"", ""a"", ""port"", ""critical"", ""copy"", "","", ""can"", ""you"", ""tell"", ""me"", ""why"", ""please"", ""?"", ""just"", ""what"", ""you"", ""discussed"", ""pre-race"", ""what"", ""you"", ""discussed"", ""pre-race"", ""portal"", ""bird"", ""lifetime"", ""every"", ""zone"", "","", ""than"", ""the"", ""curb"", ""maintenance""]","[""frequent"", ""once"", "","", ""port"", ""once"", "","", ""it"", ""'s"", ""a"", ""port"", ""critical"", ""copy"", "","", ""can"", ""you"", ""tell"", ""me"", ""why"", ""please"", ""?"", ""just"", ""what"", ""you"", ""discuss"", ""pre-race"", ""what"", ""you"", ""discuss"", ""pre-race"", ""portal"", ""bird"", ""lifetime"", ""every"", ""zone"", "","", ""than"", ""the"", ""curb"", ""maintenance""]","{""just"": 1, ""what"": 2, ""you"": 3, ""me"": 1, ""once"": 2, ""it"": 1, ""can"": 1, ""a"": 1, ""than"": 1, ""the"": 1, ""why"": 1}",31,0,1,4.677,False
clip_0189,"Ok, that's clear. Come back 38.4 38.4 is never ahead of you But wrecked 5 meters earlier 36.9 Now, you can go back to the what you want to go Come back, ask to be ready to go","ok, that's clear. come back 38.4 38.4 is never ahead of you but wrecked 5 meters earlier 36.9 now, you can go back to the what you want to go come back, ask to be ready to go","[""ok"", "","", ""that"", ""'s"", ""clear"", ""."", ""come"", ""back"", ""38.4"", ""38.4"", ""is"", ""never"", ""ahead"", ""of"", ""you"", ""but"", ""wrecked"", ""5"", ""meters"", ""earlier"", ""36.9"", ""now"", "","", ""you"", ""can"", ""go"", ""back"", ""to"", ""the"", ""what"", ""you"", ""want"", ""to"", ""go"", ""come"", ""back"", "","", ""ask"", ""to"", ""be"", ""ready"", ""to"", ""go""]","[""ok"", "","", ""that"", ""'s"", ""clear"", ""."", ""come"", ""back"", ""38.4"", ""38.4"", ""be"", ""never"", ""ahead"", ""of"", ""you"", ""but"", ""wreck"", ""5"", ""meter"", ""earlier"", ""36.9"", ""now"", "","", ""you"", ""can"", ""go"", ""back"", ""to"", ""the"", ""what"", ""you"", ""want"", ""to"", ""go"", ""come"", ""back"", "","", ""ask"", ""to"", ""be"", ""ready"", ""to"", ""go""]","{""what"": 1, ""you"": 3, ""now"": 1, ""to"": 4, ""is"": 1, ""can"": 1, ""the"": 1, ""be"": 1, ""that"": 1, ""but"": 1, ""of"": 1}",34,1,0,3.471,False
clip_0190,"We are racing in the cockpit camp W728, W729 for wear or top In the Converga the slow stop We are racing in the Colabito cockpit camp Love time, Colabito, turn our car","we are racing in the cockpit camp w728, w729 for wear or top in the converga the slow stop we are racing in the colabito cockpit camp love time, colabito, turn our car","[""we"", ""are"", ""racing"", ""in"", ""the"", ""cockpit"", ""camp"", ""w728"", "","", ""w729"", ""for"", ""wear"", ""or"", ""top"", ""in"", ""the"", ""converga"", ""the"", ""slow"", ""stop"", ""we"", ""are"", ""racing"", ""in"", ""the"", ""colabito"", ""cockpit"", ""camp"", ""love"", ""time"", "","", ""colabito"", "","", ""turn"", ""our"", ""car""]","[""we"", ""be"", ""race"", ""in"", ""the"", ""cockpit"", ""camp"", ""w728"", "","", ""w729"", ""for"", ""wear"", ""or"", ""top"", ""in"", ""the"", ""converga"", ""the"", ""slow"", ""stop"", ""we"", ""be"", ""race"", ""in"", ""the"", ""colabito"", ""cockpit"", ""camp"", ""love"", ""time"", "","", ""colabito"", "","", ""turn"", ""our"", ""car""]","{""our"": 1, ""for"": 1, ""we"": 2, ""the"": 4, ""in"": 3, ""or"": 1, ""are"": 2}",31,0,0,4.0,False
clip_0191,We have to go through the metal. This medium is gonna take 20 to go. We need to do 15 of 70 cars. All that is tires for restart.,we have to go through the metal. this medium is gonna take 20 to go. we need to do 15 of 70 cars. all that is tires for restart.,"[""we"", ""have"", ""to"", ""go"", ""through"", ""the"", ""metal"", ""."", ""this"", ""medium"", ""is"", ""gon"", ""na"", ""take"", ""20"", ""to"", ""go"", ""."", ""we"", ""need"", ""to"", ""do"", ""15"", ""of"", ""70"", ""cars"", ""."", ""all"", ""that"", ""is"", ""tires"", ""for"", ""restart"", "".""]","[""we"", ""have"", ""to"", ""go"", ""through"", ""the"", ""metal"", ""."", ""this"", ""medium"", ""be"", ""gon"", ""na"", ""take"", ""20"", ""to"", ""go"", ""."", ""we"", ""need"", ""to"", ""do"", ""15"", ""of"", ""70"", ""cars"", ""."", ""all"", ""that"", ""be"", ""tire"", ""for"", ""restart"", "".""]","{""this"": 1, ""for"": 1, ""through"": 1, ""to"": 3, ""have"": 1, ""is"": 2, ""we"": 2, ""the"": 1, ""all"": 1, ""that"": 1, ""do"": 1, ""of"": 1}",27,0,0,3.333,False
clip_0192,Whatever better chance for points you think This will be tricky I think we need to take a new software and you video And after To do better job please 1060 and all the correct and once it's a fortune,whatever better chance for points you think this will be tricky i think we need to take a new software and you video and after to do better job please 1060 and all the correct and once it's a fortune,"[""whatever"", ""better"", ""chance"", ""for"", ""points"", ""you"", ""think"", ""this"", ""will"", ""be"", ""tricky"", ""i"", ""think"", ""we"", ""need"", ""to"", ""take"", ""a"", ""new"", ""software"", ""and"", ""you"", ""video"", ""and"", ""after"", ""to"", ""do"", ""better"", ""job"", ""please"", ""1060"", ""and"", ""all"", ""the"", ""correct"", ""and"", ""once"", ""it"", ""'s"", ""a"", ""fortune""]","[""whatever"", ""better"", ""chance"", ""for"", ""point"", ""you"", ""think"", ""this"", ""will"", ""be"", ""tricky"", ""i"", ""think"", ""we"", ""need"", ""to"", ""take"", ""a"", ""new"", ""software"", ""and"", ""you"", ""video"", ""and"", ""after"", ""to"", ""do"", ""better"", ""job"", ""please"", ""1060"", ""and"", ""all"", ""the"", ""correct"", ""and"", ""once"", ""it"", ""'s"", ""a"", ""fortune""]","{""this"": 1, ""you"": 2, ""once"": 1, ""for"": 1, ""and"": 4, ""to"": 2, ""i"": 1, ""it"": 1, ""a"": 2, ""will"": 1, ""we"": 1, ""the"": 1, ""be"": 1, ""all"": 1, ""after"": 1, ""do"": 1}",39,0,0,3.949,False
clip_0193,"I can understand highly critical of this big pregnancy, because I'm doing the best I can. Orange button on, orange button on, thank you. When you can, you give me a colapito lab plan.","i can understand highly critical of this big pregnancy, because i'm doing the best i can. orange button on, orange button on, thank you. when you can, you give me a colapito lab plan.","[""i"", ""can"", ""understand"", ""highly"", ""critical"", ""of"", ""this"", ""big"", ""pregnancy"", "","", ""because"", ""i"", ""'m"", ""doing"", ""the"", ""best"", ""i"", ""can"", ""."", ""orange"", ""button"", ""on"", "","", ""orange"", ""button"", ""on"", "","", ""thank"", ""you"", ""."", ""when"", ""you"", ""can"", "","", ""you"", ""give"", ""me"", ""a"", ""colapito"", ""lab"", ""plan"", "".""]","[""i"", ""can"", ""understand"", ""highly"", ""critical"", ""of"", ""this"", ""big"", ""pregnancy"", "","", ""because"", ""i"", ""'m"", ""do"", ""the"", ""best"", ""i"", ""can"", ""."", ""orange"", ""button"", ""on"", "","", ""orange"", ""button"", ""on"", "","", ""thank"", ""you"", ""."", ""when"", ""you"", ""can"", "","", ""you"", ""give"", ""me"", ""a"", ""colapito"", ""lab"", ""plan"", "".""]","{""this"": 1, ""you"": 3, ""doing"": 1, ""me"": 1, ""because"": 1, ""i"": 3, ""can"": 3, ""a"": 1, ""on"": 2, ""when"": 1, ""the"": 1, ""of"": 1}",34,0,0,4.147,False
clip_0194,The company expected the light to be too much as it's 8.5 and then to go and start up at 37.0 and we will also be able to let you know what it's like Big break for Bishonkwun 14 and the kerbs and the one that stopped the light at 37.0,the company expected the light to be too much as it's 8.5 and then to go and start up at 37.0 and we will also be able to let you know what it's like big break for bishonkwun 14 and the kerbs and the one that stopped the light at 37.0,"[""the"", ""company"", ""expected"", ""the"", ""light"", ""to"", ""be"", ""too"", ""much"", ""as"", ""it"", ""'s"", ""8.5"", ""and"", ""then"", ""to"", ""go"", ""and"", ""start"", ""up"", ""at"", ""37.0"", ""and"", ""we"", ""will"", ""also"", ""be"", ""able"", ""to"", ""let"", ""you"", ""know"", ""what"", ""it"", ""'s"", ""like"", ""big"", ""break"", ""for"", ""bishonkwun"", ""14"", ""and"", ""the"", ""kerbs"", ""and"", ""the"", ""one"", ""that"", ""stopped"", ""the"", ""light"", ""at"", ""37.0""]","[""the"", ""company"", ""expect"", ""the"", ""light"", ""to"", ""be"", ""too"", ""much"", ""as"", ""it"", ""'s"", ""8.5"", ""and"", ""then"", ""to"", ""go"", ""and"", ""start"", ""up"", ""at"", ""37.0"", ""and"", ""we"", ""will"", ""also"", ""be"", ""able"", ""to"", ""let"", ""you"", ""know"", ""what"", ""it"", ""'s"", ""like"", ""big"", ""break"", ""for"", ""bishonkwun"", ""14"", ""and"", ""the"", ""kerbs"", ""and"", ""the"", ""one"", ""that"", ""stop"", ""the"", ""light"", ""at"", ""37.0""]","{""what"": 1, ""then"": 1, ""as"": 1, ""too"": 1, ""you"": 1, ""for"": 1, ""and"": 5, ""to"": 3, ""it"": 2, ""up"": 1, ""at"": 2, ""will"": 1, ""we"": 1, ""the"": 5, ""be"": 2, ""that"": 1}",47,0,0,3.553,False
clip_0195,"So last afterlist for 8 Left for a good performance line The 60 you gonna flip RBI and get big if quick 38 euro That was negative, yeah, but still on the start period","so last afterlist for 8 left for a good performance line the 60 you gonna flip rbi and get big if quick 38 euro that was negative, yeah, but still on the start period","[""so"", ""last"", ""afterlist"", ""for"", ""8"", ""left"", ""for"", ""a"", ""good"", ""performance"", ""line"", ""the"", ""60"", ""you"", ""gon"", ""na"", ""flip"", ""rbi"", ""and"", ""get"", ""big"", ""if"", ""quick"", ""38"", ""euro"", ""that"", ""was"", ""negative"", "","", ""yeah"", "","", ""but"", ""still"", ""on"", ""the"", ""start"", ""period""]","[""so"", ""last"", ""afterlist"", ""for"", ""8"", ""leave"", ""for"", ""a"", ""good"", ""performance"", ""line"", ""the"", ""60"", ""you"", ""gon"", ""na"", ""flip"", ""rbi"", ""and"", ""get"", ""big"", ""if"", ""quick"", ""38"", ""euro"", ""that"", ""be"", ""negative"", "","", ""yeah"", "","", ""but"", ""still"", ""on"", ""the"", ""start"", ""period""]","{""if"": 1, ""you"": 1, ""for"": 2, ""and"": 1, ""a"": 1, ""on"": 1, ""was"": 1, ""the"": 2, ""so"": 1, ""that"": 1, ""but"": 1}",32,0,0,3.938,False
clip_0196,"Yeah, that's good news for us because Let me know when I can start pushing a beat even the breaking and everything I'll let you know what one and two to break They're gonna find a place to push Good","yeah, that's good news for us because let me know when i can start pushing a beat even the breaking and everything i'll let you know what one and two to break they're gonna find a place to push good","[""yeah"", "","", ""that"", ""'s"", ""good"", ""news"", ""for"", ""us"", ""because"", ""let"", ""me"", ""know"", ""when"", ""i"", ""can"", ""start"", ""pushing"", ""a"", ""beat"", ""even"", ""the"", ""breaking"", ""and"", ""everything"", ""i"", ""'ll"", ""let"", ""you"", ""know"", ""what"", ""one"", ""and"", ""two"", ""to"", ""break"", ""they"", ""'re"", ""gon"", ""na"", ""find"", ""a"", ""place"", ""to"", ""push"", ""good""]","[""yeah"", "","", ""that"", ""'s"", ""good"", ""news"", ""for"", ""us"", ""because"", ""let"", ""me"", ""know"", ""when"", ""i"", ""can"", ""start"", ""push"", ""a"", ""beat"", ""even"", ""the"", ""break"", ""and"", ""everything"", ""i"", ""'ll"", ""let"", ""you"", ""know"", ""what"", ""one"", ""and"", ""two"", ""to"", ""break"", ""they"", ""'re"", ""gon"", ""na"", ""find"", ""a"", ""place"", ""to"", ""push"", ""good""]","{""what"": 1, ""you"": 1, ""me"": 1, ""they"": 1, ""for"": 1, ""and"": 2, ""because"": 1, ""to"": 2, ""i"": 2, ""can"": 1, ""a"": 2, ""when"": 1, ""the"": 1, ""that"": 1}",41,0,0,3.659,False
clip_0197,"You go to stages 3, turn 1, 2, 3, turn 1 And for the pitot, mostly turn 1, 2, and 7, 8 Ok, let's push the truck 4, turn 1, 2, I have to move to stages 3, turn 1, 2, and the car will react Yeah, we have nothing to lose, so let's just go for it","you go to stages 3, turn 1, 2, 3, turn 1 and for the pitot, mostly turn 1, 2, and 7, 8 ok, let's push the truck 4, turn 1, 2, i have to move to stages 3, turn 1, 2, and the car will react yeah, we have nothing to lose, so let's just go for it","[""you"", ""go"", ""to"", ""stages"", ""3"", "","", ""turn"", ""1"", "","", ""2"", "","", ""3"", "","", ""turn"", ""1"", ""and"", ""for"", ""the"", ""pitot"", "","", ""mostly"", ""turn"", ""1"", "","", ""2"", "","", ""and"", ""7"", "","", ""8"", ""ok"", "","", ""let"", ""'s"", ""push"", ""the"", ""truck"", ""4"", "","", ""turn"", ""1"", "","", ""2"", "","", ""i"", ""have"", ""to"", ""move"", ""to"", ""stages"", ""3"", "","", ""turn"", ""1"", "","", ""2"", "","", ""and"", ""the"", ""car"", ""will"", ""react"", ""yeah"", "","", ""we"", ""have"", ""nothing"", ""to"", ""lose"", "","", ""so"", ""let"", ""'s"", ""just"", ""go"", ""for"", ""it""]","[""you"", ""go"", ""to"", ""stag"", ""3"", "","", ""turn"", ""1"", "","", ""2"", "","", ""3"", "","", ""turn"", ""1"", ""and"", ""for"", ""the"", ""pitot"", "","", ""mostly"", ""turn"", ""1"", "","", ""2"", "","", ""and"", ""7"", "","", ""8"", ""ok"", "","", ""let"", ""'s"", ""push"", ""the"", ""truck"", ""4"", "","", ""turn"", ""1"", "","", ""2"", "","", ""i"", ""have"", ""to"", ""move"", ""to"", ""stag"", ""3"", "","", ""turn"", ""1"", "","", ""2"", "","", ""and"", ""the"", ""car"", ""will"", ""react"", ""yeah"", "","", ""we"", ""have"", ""nothing"", ""to"", ""lose"", "","", ""so"", ""let"", ""'s"", ""just"", ""go"", ""for"", ""it""]","{""just"": 1, ""you"": 1, ""for"": 2, ""and"": 3, ""to"": 4, ""have"": 2, ""i"": 1, ""it"": 1, ""will"": 1, ""we"": 1, ""the"": 3, ""so"": 1}",43,1,0,3.465,False
clip_0198,"3 turn 1 2 and no management rest of the lap 2 go, collect 2 first, copy that 4 to go, collect 2, 3 to go, 37.4 rest of the lap, collect 2, 3 to go, 37.4 rest of the lap, collect 2, 3 to go, 37.4","3 turn 1 2 and no management rest of the lap 2 go, collect 2 first, copy that 4 to go, collect 2, 3 to go, 37.4 rest of the lap, collect 2, 3 to go, 37.4 rest of the lap, collect 2, 3 to go, 37.4","[""3"", ""turn"", ""1"", ""2"", ""and"", ""no"", ""management"", ""rest"", ""of"", ""the"", ""lap"", ""2"", ""go"", "","", ""collect"", ""2"", ""first"", "","", ""copy"", ""that"", ""4"", ""to"", ""go"", "","", ""collect"", ""2"", "","", ""3"", ""to"", ""go"", "","", ""37.4"", ""rest"", ""of"", ""the"", ""lap"", "","", ""collect"", ""2"", "","", ""3"", ""to"", ""go"", "","", ""37.4"", ""rest"", ""of"", ""the"", ""lap"", "","", ""collect"", ""2"", "","", ""3"", ""to"", ""go"", "","", ""37.4""]","[""3"", ""turn"", ""1"", ""2"", ""and"", ""no"", ""management"", ""rest"", ""of"", ""the"", ""lap"", ""2"", ""go"", "","", ""collect"", ""2"", ""first"", "","", ""copy"", ""that"", ""4"", ""to"", ""go"", "","", ""collect"", ""2"", "","", ""3"", ""to"", ""go"", "","", ""37.4"", ""rest"", ""of"", ""the"", ""lap"", "","", ""collect"", ""2"", "","", ""3"", ""to"", ""go"", "","", ""37.4"", ""rest"", ""of"", ""the"", ""lap"", "","", ""collect"", ""2"", "","", ""3"", ""to"", ""go"", "","", ""37.4""]","{""and"": 1, ""to"": 4, ""the"": 3, ""no"": 1, ""that"": 1, ""of"": 3}",32,1,0,3.562,False
